Gene	0bp	100bp	250bp	500bp	750bp	1000bp	1500bp	2000bp	3000bp	4000bp	5000bp	7500bp	10000bp	up_0bp	up_100bp	up_250bp	up_500bp	up_750bp	up_1000bp	up_1500bp	up_2000bp	up_3000bp	up_4000bp	up_5000bp	up_7500bp	up_10000bp	down_0bp	down_100bp	down_250bp	down_500bp	down_750bp	down_1000bp	down_1500bp	down_2000bp	down_3000bp	down_4000bp	down_5000bp	down_7500bp	down_10000bp
ID=AT3G53850.Araport11.447;Name=AT3G53850													1.0													1.0													
ID=AT3G47860.Araport11.447;Name=AT3G47860				1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	5.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	5.0													
ID=AT3G22580.Araport11.447;Name=AT3G22580			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0												1.0	1.0
ID=AT3G63180.Araport11.447;Name=AT3G63180																																							
ID=AT3G07580.Araport11.447;Name=AT3G07580																																							
ID=AT3G59120.Araport11.447;Name=AT3G59120																																							
ID=AT3G47410.Araport11.447;Name=AT3G47410				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G02190.Araport11.447;Name=AT3G02190																																							
ID=AT3G26140.Araport11.447;Name=AT3G26140	2.0	2.0	3.0	3.0	4.0	4.0	4.0	5.0	5.0	6.0	7.0	7.0	9.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	5.0	7.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0
ID=AT3G17900.Araport11.447;Name=AT3G17900							1.0	1.0	1.0	1.0	1.0	1.0	1.0																				1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G04510.Araport11.447;Name=AT3G04510			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G21860.Araport11.447;Name=AT3G21860																																							
ID=AT3G04800.Araport11.447;Name=AT3G04800																																							
ID=AT3G13180.Araport11.447;Name=AT3G13180																																							
ID=AT3G23670.Araport11.447;Name=AT3G23670																																							
ID=AT3G55570.Araport11.447;Name=AT3G55570							1.0	1.0	1.0	1.0	1.0	1.0	1.0							1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G53100.Araport11.447;Name=AT3G53100																																							
ID=AT3G50920.Araport11.447;Name=AT3G50920				1.0	1.0	1.0	2.0	3.0	4.0	4.0	6.0	6.0	7.0				1.0	1.0	1.0	2.0	3.0	4.0	4.0	5.0	5.0	6.0											1.0	1.0	1.0
ID=AT3G27910.Araport11.447;Name=AT3G27910									1.0	1.0	1.0	2.0	2.0																						1.0	1.0	1.0	2.0	2.0
ID=AT3G14070.Araport11.447;Name=AT3G14070																																							
ID=AT3G62020.Araport11.447;Name=AT3G62020												1.0	1.0												1.0	1.0													
ID=AT3G44020.Araport11.447;Name=AT3G44020		1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	5.0	6.0	8.0	14.0									2.0	3.0	3.0	5.0	8.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0	6.0
ID=AT3G51720.Araport11.447;Name=AT3G51720												2.0	2.0												2.0	2.0													
ID=AT3G02750.Araport11.447;Name=AT3G02750												1.0	1.0																									1.0	1.0
ID=AT3G51430.Araport11.447;Name=AT3G51430	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G21660.Araport11.447;Name=AT3G21660																																							
ID=AT3G45540.Araport11.447;Name=AT3G45540						1.0	3.0	3.0	3.0	3.0	3.0	6.0	12.0						1.0	3.0	3.0	3.0	3.0	3.0	5.0	8.0												1.0	4.0
ID=AT3G18340.Araport11.447;Name=AT3G18340						1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G55520.Araport11.447;Name=AT3G55520																																							
ID=AT3G06600.Araport11.447;Name=AT3G06600												1.0	1.0																									1.0	1.0
ID=AT3G61350.Araport11.447;Name=AT3G61350									3.0	3.0	3.0	5.0	5.0									3.0	3.0	3.0	5.0	5.0													
ID=AT3G56440.Araport11.447;Name=AT3G56440																																							
ID=AT3G48209.Araport11.447;Name=AT3G48209											1.0	3.0	3.0											1.0	3.0	3.0													
ID=AT3G06570.Araport11.447;Name=AT3G06570		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G57465.Araport11.447;Name=AT3G57465																																							
ID=AT3G59940.Araport11.447;Name=AT3G59940																																							
ID=AT3G18800.Araport11.447;Name=AT3G18800											1.0	2.0	3.0											1.0	1.0	2.0												1.0	1.0
ID=AT3G15490.Araport11.447;Name=AT3G15490																																							
ID=AT3G13160.Araport11.447;Name=AT3G13160																																							
ID=AT3G32930.Araport11.447;Name=AT3G32930										2.0	3.0	8.0	11.0												2.0	4.0										2.0	3.0	6.0	7.0
ID=AT3G11160.Araport11.447;Name=AT3G11160																																							
ID=AT3G44320.Araport11.447;Name=AT3G44320			1.0	2.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	4.0	5.0			1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0					1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0
ID=AT3G21140.Araport11.447;Name=AT3G21140																																							
ID=AT3G59350.Araport11.447;Name=AT3G59350													3.0																										3.0
ID=AT3G05510.Araport11.447;Name=AT3G05510										1.0	1.0	1.0	1.0																							1.0	1.0	1.0	1.0
ID=AT3G06220.Araport11.447;Name=AT3G06220								1.0	1.0	1.0	1.0	1.0	1.0								1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G25882.Araport11.447;Name=AT3G25882						1.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0										2.0	2.0	2.0	2.0						1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT3G54190.Araport11.447;Name=AT3G54190											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT3G58960.Araport11.447;Name=AT3G58960					2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0																		2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G42075.Araport11.447;Name=AT3G42075	2.0	3.0	3.0	4.0	5.0	6.0	8.0	8.0	10.0	12.0	13.0	15.0	20.0	2.0	3.0	3.0	3.0	3.0	4.0	5.0	5.0	7.0	8.0	8.0	8.0	10.0	2.0	2.0	2.0	3.0	4.0	4.0	5.0	5.0	5.0	6.0	7.0	9.0	12.0
ID=AT3G51480.Araport11.447;Name=AT3G51480																																							
ID=AT3G30165.Araport11.447;Name=AT3G30165	2.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	6.0	9.0	9.0	9.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	4.0	5.0	8.0	8.0	8.0	8.0
ID=AT3G13400.Araport11.447;Name=AT3G13400																																							
ID=AT3G56640.Araport11.447;Name=AT3G56640												2.0	2.0																									2.0	2.0
ID=AT3G44860.Araport11.447;Name=AT3G44860							1.0	1.0	1.0	1.0	1.0	1.0	1.0							1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G56580.Araport11.447;Name=AT3G56580										1.0	1.0	2.0	2.0										1.0	1.0	2.0	2.0													
ID=AT3G61760.Araport11.447;Name=AT3G61760		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0															1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G49115.Araport11.447;Name=AT3G49115																																							
ID=AT3G57785.Araport11.447;Name=AT3G57785																																							
ID=AT3G09350.Araport11.447;Name=AT3G09350																																							
ID=AT3G01150.Araport11.447;Name=AT3G01150					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0													1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G28530.Araport11.447;Name=AT3G28530							1.0	1.0	1.0	1.0	1.0	4.0	8.0												1.0	3.0							1.0	1.0	1.0	1.0	1.0	3.0	5.0
ID=AT3G45730.Araport11.447;Name=AT3G45730												1.0	3.0													1.0												1.0	2.0
ID=AT3G47390.Araport11.447;Name=AT3G47390											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT3G29180.Araport11.447;Name=AT3G29180			2.0	4.0	4.0	4.0	6.0	7.0	8.0	10.0	10.0	14.0	16.0			2.0	3.0	3.0	3.0	4.0	4.0	5.0	7.0	7.0	9.0	10.0				1.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	5.0	6.0
ID=AT3G26170.Araport11.447;Name=AT3G26170				1.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	6.0	9.0							2.0	2.0	2.0	2.0	2.0	3.0	3.0				1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	6.0
ID=AT3G52500.Araport11.447;Name=AT3G52500			2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0																2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT3G56380.Araport11.447;Name=AT3G56380																																							
ID=AT3G49796.Araport11.447;Name=AT3G49796												1.0	1.0																									1.0	1.0
ID=AT3G48870.Araport11.447;Name=AT3G48870													1.0																										1.0
ID=AT3G62120.Araport11.447;Name=AT3G62120																																							
ID=AT3G60420.Araport11.447;Name=AT3G60420																																							
ID=AT3G18090.Araport11.447;Name=AT3G18090																																							
ID=AT3G57430.Araport11.447;Name=AT3G57430																																							
ID=AT3G33187.Araport11.447;Name=AT3G33187					1.0	2.0	4.0	4.0	10.0	11.0	15.0	20.0	23.0					1.0	1.0	2.0	2.0	5.0	6.0	9.0	10.0	12.0						1.0	2.0	2.0	5.0	5.0	6.0	10.0	11.0
ID=AT3G07522.Araport11.447;Name=AT3G07522																																							
ID=AT3G56240.Araport11.447;Name=AT3G56240													3.0													1.0													2.0
ID=AT3G51810.Araport11.447;Name=AT3G51810										2.0	2.0	2.0	2.0																							2.0	2.0	2.0	2.0
ID=AT3G60740.Araport11.447;Name=AT3G60740											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT3G15610.Araport11.447;Name=AT3G15610											2.0	2.0	3.0																								2.0	2.0	3.0
ID=AT3G13720.Araport11.447;Name=AT3G13720	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT3G09330.Araport11.447;Name=AT3G09330																																							
ID=AT3G09950.Araport11.447;Name=AT3G09950																																							
ID=AT3G53840.Araport11.447;Name=AT3G53840																																							
ID=AT3G45840.Araport11.447;Name=AT3G45840							1.0	1.0	2.0	2.0	6.0	7.0	8.0							1.0	1.0	2.0	2.0	6.0	7.0	7.0													1.0
ID=AT3G17220.Araport11.447;Name=AT3G17220							1.0	1.0	1.0	2.0	2.0	2.0	2.0							1.0	1.0	1.0	2.0	2.0	2.0	2.0													
ID=AT3G10630.Araport11.447;Name=AT3G10630																																							
ID=AT3G21180.Araport11.447;Name=AT3G21180																																							
ID=AT3G45248.Araport11.447;Name=AT3G45248				1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	6.0	7.0												1.0	2.0				1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	5.0	5.0
ID=AT3G50730.Araport11.447;Name=AT3G50730											2.0	4.0	5.0											2.0	4.0	4.0													1.0
ID=AT3G58880.Araport11.447;Name=AT3G58880																																							
ID=AT3G09010.Araport11.447;Name=AT3G09010																																							
ID=AT3G04940.Araport11.447;Name=AT3G04940								1.0	1.0	1.0	1.0	1.0	1.0																					1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G27550.Araport11.447;Name=AT3G27550										1.0	1.0	7.0	7.0										1.0	1.0	1.0	1.0												6.0	6.0
ID=AT3G12440.Araport11.447;Name=AT3G12440																																							
ID=AT3G19515.Araport11.447;Name=AT3G19515		1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0		1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0													
ID=AT3G43800.Araport11.447;Name=AT3G43800					1.0	1.0	2.0	2.0	2.0	3.0	4.0	8.0	12.0					1.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	5.0										1.0	2.0	4.0	7.0
ID=AT3G48200.Araport11.447;Name=AT3G48200											3.0	3.0	3.0											3.0	3.0	3.0													
ID=AT3G25830.Araport11.447;Name=AT3G25830																																							
ID=AT3G54000.Araport11.447;Name=AT3G54000																																							
ID=AT3G08840.Araport11.447;Name=AT3G08840																																							
ID=AT3G27960.Araport11.447;Name=AT3G27960								2.0	3.0	3.0	3.0	4.0	7.0								1.0	2.0	2.0	2.0	2.0	5.0								1.0	1.0	1.0	1.0	2.0	2.0
ID=AT3G53110.Araport11.447;Name=AT3G53110																																							
ID=AT3G17265.Araport11.447;Name=AT3G17265			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G45500.Araport11.447;Name=AT3G45500								1.0	5.0	5.0	5.0	6.0	10.0									3.0	3.0	3.0	4.0	6.0								1.0	2.0	2.0	2.0	2.0	4.0
ID=AT3G59830.Araport11.447;Name=AT3G59830													2.0													2.0													
ID=AT3G63090.Araport11.447;Name=AT3G63090																																							
ID=AT3G46890.Araport11.447;Name=AT3G46890								1.0	1.0	1.0	1.0	4.0	5.0												2.0	3.0								1.0	1.0	1.0	1.0	2.0	2.0
ID=AT3G60340.Araport11.447;Name=AT3G60340																																							
ID=AT3G52780.Araport11.447;Name=AT3G52780																																							
ID=AT3G58180.Araport11.447;Name=AT3G58180												2.0	2.0																									2.0	2.0
ID=AT3G10160.Araport11.447;Name=AT3G10160																																							
ID=AT3G22080.Araport11.447;Name=AT3G22080							3.0	3.0	3.0	4.0	4.0	4.0	4.0										1.0	1.0	1.0	1.0							3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT3G11030.Araport11.447;Name=AT3G11030										1.0	1.0	1.0	2.0										1.0	1.0	1.0	2.0													
ID=AT3G22440.Araport11.447;Name=AT3G22440																																							
ID=AT3G53570.Araport11.447;Name=AT3G53570													1.0																										1.0
ID=AT3G07370.Araport11.447;Name=AT3G07370		1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0		1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0													
ID=AT3G04700.Araport11.447;Name=AT3G04700												3.0	3.0																									3.0	3.0
ID=AT3G28460.Araport11.447;Name=AT3G28460											2.0	5.0	6.0											2.0	4.0	5.0												1.0	1.0
ID=AT3G47790.Araport11.447;Name=AT3G47790									1.0	1.0	1.0	4.0	4.0												1.0	1.0									1.0	1.0	1.0	3.0	3.0
ID=AT3G27870.Araport11.447;Name=AT3G27870									1.0	1.0	2.0	5.0	7.0											1.0	4.0	6.0									1.0	1.0	1.0	1.0	1.0
ID=AT3G46310.Araport11.447;Name=AT3G46310						2.0	2.0	4.0	4.0	4.0	4.0	5.0	6.0						2.0	2.0	4.0	4.0	4.0	4.0	5.0	6.0													
ID=AT3G46670.Araport11.447;Name=AT3G46670									1.0	1.0	1.0	1.0	4.0									1.0	1.0	1.0	1.0	4.0													
ID=AT3G56430.Araport11.447;Name=AT3G56430																																							
ID=AT3G29040.Araport11.447;Name=AT3G29040									1.0	2.0	2.0	2.0	2.0																						1.0	2.0	2.0	2.0	2.0
ID=AT3G48970.Araport11.447;Name=AT3G48970												3.0	3.0																									3.0	3.0
ID=AT3G12410.Araport11.447;Name=AT3G12410																																							
ID=AT3G14670.Araport11.447;Name=AT3G14670									1.0	1.0	1.0	1.0	1.0																						1.0	1.0	1.0	1.0	1.0
ID=AT3G56700.Araport11.447;Name=AT3G56700												1.0	3.0												1.0	1.0													2.0
ID=AT3G63000.Araport11.447;Name=AT3G63000			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G05480.Araport11.447;Name=AT3G05480																																							
ID=AT3G62090.Araport11.447;Name=AT3G62090																																							
ID=AT3G53350.Araport11.447;Name=AT3G53350				1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0																	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0
ID=AT3G19260.Araport11.447;Name=AT3G19260		1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0															1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G21730.Araport11.447;Name=AT3G21730		1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0															1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G14870.Araport11.447;Name=AT3G14870												1.0	1.0												1.0	1.0													
ID=AT3G08947.Araport11.447;Name=AT3G08947																																							
ID=AT3G61250.Araport11.447;Name=AT3G61250													3.0													3.0													
ID=AT3G44769.Araport11.447;Name=AT3G44769									1.0	1.0	1.0	1.0	5.0													1.0									1.0	1.0	1.0	1.0	4.0
ID=AT3G55630.Araport11.447;Name=AT3G55630												1.0	1.0												1.0	1.0													
ID=AT3G24450.Araport11.447;Name=AT3G24450	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	4.0	4.0
ID=AT3G11950.Araport11.447;Name=AT3G11950																																							
ID=AT3G24517.Araport11.447;Name=AT3G24517	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT3G07900.Araport11.447;Name=AT3G07900																																							
ID=AT3G19910.Araport11.447;Name=AT3G19910																																							
ID=AT3G12770.Araport11.447;Name=AT3G12770																																							
ID=AT3G61670.Araport11.447;Name=AT3G61670										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT3G16555.Araport11.447;Name=AT3G16555				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0													1.0
ID=AT3G52600.Araport11.447;Name=AT3G52600				1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0																	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G26235.Araport11.447;Name=AT3G26235												3.0	4.0																									3.0	4.0
ID=AT3G45040.Araport11.447;Name=AT3G45040							1.0	2.0	2.0	2.0	3.0	4.0	5.0											1.0	2.0	3.0							1.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G23637.Araport11.447;Name=AT3G23637											1.0	5.0	7.0																								1.0	5.0	7.0
ID=AT3G62560.Araport11.447;Name=AT3G62560																																							
ID=AT3G30210.Araport11.447;Name=AT3G30210												2.0	3.0																									2.0	3.0
ID=AT3G11230.Araport11.447;Name=AT3G11230																																							
ID=AT3G05937.Araport11.447;Name=AT3G05937										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT3G61570.Araport11.447;Name=AT3G61570											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT3G26280.Araport11.447;Name=AT3G26280											1.0	1.0	1.0																								1.0	1.0	1.0
ID=AT3G55120.Araport11.447;Name=AT3G55120																																							
ID=AT3G55020.Araport11.447;Name=AT3G55020																																							
ID=AT3G27490.Araport11.447;Name=AT3G27490	1.0	1.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0
ID=AT3G45093.Araport11.447;Name=AT3G45093	2.0	2.0	2.0	2.0	2.0	3.0	4.0	4.0	5.0	7.0	9.0	14.0	18.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	5.0	6.0	8.0	11.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	5.0	8.0	9.0
ID=AT3G22415.Araport11.447;Name=AT3G22415									1.0	3.0	3.0	3.0	3.0									1.0	3.0	3.0	3.0	3.0													
ID=AT3G49830.Araport11.447;Name=AT3G49830											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT3G10610.Araport11.447;Name=AT3G10610																																							
ID=AT3G08680.Araport11.447;Name=AT3G08680												4.0	4.0												1.0	1.0												3.0	3.0
ID=AT3G15350.Araport11.447;Name=AT3G15350							2.0	2.0	2.0	3.0	3.0	3.0	4.0							2.0	2.0	2.0	2.0	2.0	2.0	3.0										1.0	1.0	1.0	1.0
ID=AT3G50040.Araport11.447;Name=AT3G50040				1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	4.0	4.0				1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0											1.0	2.0	2.0
ID=AT3G59310.Araport11.447;Name=AT3G59310																																							
ID=AT3G17850.Araport11.447;Name=AT3G17850	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0
ID=AT3G14210.Araport11.447;Name=AT3G14210										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT3G02980.Araport11.447;Name=AT3G02980																																							
ID=AT3G22710.Araport11.447;Name=AT3G22710																																							
ID=AT3G23400.Araport11.447;Name=AT3G23400																																							
ID=AT3G52155.Araport11.447;Name=AT3G52155																																							
ID=AT3G51160.Araport11.447;Name=AT3G51160							1.0	1.0	1.0	1.0	1.0	1.0	1.0							1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G44210.Araport11.447;Name=AT3G44210	1.0	1.0	1.0	2.0	2.0	3.0	5.0	7.0	7.0	7.0	8.0	10.0	11.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	5.0	5.0	5.0	5.0	7.0	8.0
ID=AT3G15480.Araport11.447;Name=AT3G15480																																							
ID=AT3G03200.Araport11.447;Name=AT3G03200																																							
ID=AT3G04960.Araport11.447;Name=AT3G04960									1.0	1.0	1.0	1.0	2.0									1.0	1.0	1.0	1.0	1.0													1.0
ID=AT3G01630.Araport11.447;Name=AT3G01630																																							
ID=AT3G55950.Araport11.447;Name=AT3G55950		1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0															1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT3G14180.Araport11.447;Name=AT3G14180																																							
ID=AT3G54980.Araport11.447;Name=AT3G54980													1.0													1.0													
ID=AT3G13980.Araport11.447;Name=AT3G13980																																							
ID=AT3G19020.Araport11.447;Name=AT3G19020																																							
ID=AT3G51070.Araport11.447;Name=AT3G51070											1.0	1.0	2.0																								1.0	1.0	2.0
ID=AT3G29000.Araport11.447;Name=AT3G29000										1.0	2.0	7.0	13.0											1.0	5.0	8.0										1.0	1.0	2.0	5.0
ID=AT3G22290.Araport11.447;Name=AT3G22290													1.0																										1.0
ID=AT3G15450.Araport11.447;Name=AT3G15450																																							
ID=AT3G54950.Araport11.447;Name=AT3G54950					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													2.0
ID=AT3G18730.Araport11.447;Name=AT3G18730																																							
ID=AT3G21215.Araport11.447;Name=AT3G21215																																							
ID=AT3G20830.Araport11.447;Name=AT3G20830	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	4.0	5.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0
ID=AT3G03520.Araport11.447;Name=AT3G03520		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT3G56670.Araport11.447;Name=AT3G56670					1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0					1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0													
ID=AT3G18330.Araport11.447;Name=AT3G18330										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT3G28390.Araport11.447;Name=AT3G28390				1.0	2.0	2.0	3.0	4.0	4.0	5.0	6.0	7.0	11.0				1.0	1.0	1.0	2.0	3.0	3.0	4.0	5.0	6.0	9.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
ID=AT3G04650.Araport11.447;Name=AT3G04650																																							
ID=AT3G14730.Araport11.447;Name=AT3G14730																																							
ID=AT3G55200.Araport11.447;Name=AT3G55200																																							
ID=AT3G58990.Araport11.447;Name=AT3G58990										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT3G44428.Araport11.447;Name=AT3G44428				2.0	2.0	2.0	2.0	2.0	5.0	8.0	11.0	13.0	14.0									2.0	2.0	2.0	2.0	3.0				2.0	2.0	2.0	2.0	2.0	3.0	6.0	9.0	11.0	11.0
ID=AT3G03230.Araport11.447;Name=AT3G03230																																							
ID=AT3G23980.Araport11.447;Name=AT3G23980												1.0	2.0												1.0	2.0													
ID=AT3G29575.Araport11.447;Name=AT3G29575			2.0	3.0	3.0	4.0	5.0	6.0	10.0	16.0	18.0	29.0	34.0						1.0	1.0	1.0	1.0	2.0	3.0	4.0	6.0			2.0	3.0	3.0	3.0	4.0	5.0	9.0	14.0	15.0	25.0	28.0
