gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_9g220740	2.0	2.0	29.0	27.0	0.9310344827586208	4.0	0.0	46.0	0.0	0.0	6.0	0.0	94.0	0.0	0.0							NA
gene:BVRB_9g223620	13.0	12.0	89.0	78.0	0.8764044943820225	25.0	0.0	152.0	0.0	0.0	52.0	0.0	341.0	2.0	0.005865102639296189			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g213650	32.0	9.0	196.0	31.0	0.15816326530612246	17.0	0.0	116.0	3.0	0.02586206896551724	48.0	0.0	263.0	0.0	0.0	0.5777222900484543	0.8666692269185455			1.0	1.0	Unclassified
gene:BVRB_9g216070	5.0	5.0	35.0	34.0	0.9714285714285714	19.0	0.0	141.0	0.0	0.0	39.0	0.0	341.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g203230	11.0	3.0	105.0	20.0	0.19047619047619047	23.0	0.0	123.0	0.0	0.0	41.0	0.0	259.0	2.0	0.007722007722007722			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g208340	7.0	4.0	42.0	27.0	0.6428571428571429	8.0	2.0	38.0	6.0	0.15789473684210525	30.0	6.0	195.0	33.0	0.16923076923076924					1.046580514032572e-06	5.461550156270868e-06	TE-like
gene:BVRB_9g203130	8.0	7.0	53.0	43.0	0.8113207547169812	8.0	1.0	42.0	5.0	0.11904761904761905	33.0	1.0	208.0	6.0	0.02884615384615385					0.3157278876008601	1.0	Unclassified
gene:BVRB_9g211710	23.0	9.0	166.0	60.0	0.3614457831325301	18.0	0.0	118.0	1.0	0.00847457627118644	77.0	0.0	614.0	20.0	0.03257328990228013	0.17824641060157395	0.2914608675780351			1.0	1.0	Unclassified
gene:BVRB_9g215140	11.0	3.0	126.0	43.0	0.3412698412698413	4.0	0.0	81.0	0.0	0.0	16.0	0.0	193.0	1.0	0.0051813471502590676							Unclassified
gene:BVRB_9g223600	10.0	0.0	448.0	4.0	0.008928571428571428	4.0	0.0	164.0	2.0	0.012195121951219513	8.0	0.0	330.0	0.0	0.0							Unmethylated
gene:BVRB_9g211430																						NA
gene:BVRB_9g223160	19.0	14.0	143.0	102.0	0.7132867132867133	26.0	0.0	183.0	1.0	0.00546448087431694	58.0	0.0	419.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g220710	5.0	5.0	35.0	34.0	0.9714285714285714	5.0	0.0	47.0	8.0	0.1702127659574468	11.0	0.0	99.0	9.0	0.09090909090909093							Unclassified
gene:BVRB_9g211460	16.0	15.0	170.0	152.0	0.8941176470588236	22.0	0.0	285.0	0.0	0.0	53.0	0.0	665.0	1.0	0.001503759398496241			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g217370	10.0	0.0	65.0	1.0	0.015384615384615384	10.0	0.0	56.0	4.0	0.07142857142857142	17.0	0.0	116.0	0.0	0.0							Unmethylated
gene:BVRB_9g221580	1.0	1.0	3.0	3.0	1.0	5.0	0.0	28.0	0.0	0.0	4.0	0.0	32.0	0.0	0.0							NA
gene:BVRB_9g204300	7.0	7.0	56.0	56.0	1.0	19.0	1.0	122.0	5.0	0.04098360655737705	36.0	0.0	218.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g210960	32.0	0.0	642.0	0.0	0.0	27.0	0.0	468.0	1.0	0.002136752136752137	54.0	0.0	836.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_9g219210	3.0	3.0	27.0	22.0	0.8148148148148148	1.0	0.0	21.0	7.0	0.3333333333333333	5.0	0.0	53.0	3.0	0.05660377358490566							NA
gene:BVRB_9g213890	6.0	1.0	51.0	9.0	0.17647058823529413	5.0	0.0	46.0	0.0	0.0	21.0	0.0	242.0	1.0	0.004132231404958678					1.0	1.0	Unmethylated
gene:BVRB_9g207290	5.0	4.0	38.0	30.0	0.7894736842105263	10.0	0.0	77.0	0.0	0.0	18.0	0.0	172.0	1.0	0.005813953488372093							Unclassified
gene:BVRB_9g204520																						NA
gene:BVRB_9g223050	3.0	0.0	52.0	23.0	0.4423076923076923	10.0	0.0	80.0	1.0	0.0125	20.0	0.0	185.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_9g213440	35.0	32.0	295.0	250.0	0.8474576271186439	61.0	1.0	545.0	2.0	0.0036697247706422025	161.0	1.0	1406.0	4.0	0.002844950213371266	7.558617616088751e-15	3.34606289034744e-14	0.9694341930506258	1.0	0.8429216014534393	1.0	gbM
gene:BVRB_9g217810	11.0	3.0	186.0	21.0	0.1129032258064516	12.0	0.0	156.0	0.0	0.0	10.0	0.0	103.0	2.0	0.019417475728155338							Unclassified
gene:BVRB_9g205320	68.0	60.0	575.0	494.0	0.8591304347826086	136.0	0.0	1120.0	6.0	0.005357142857142857	264.0	0.0	2275.0	12.0	0.005274725274725275	7.685791605819225e-25	7.811052998187706e-24	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g204530	4.0	4.0	56.0	49.0	0.875	10.0	0.0	91.0	0.0	0.0	23.0	0.0	192.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g203890	12.0	10.0	84.0	63.0	0.75	20.0	0.0	109.0	1.0	0.009174311926605505	36.0	0.0	211.0	3.0	0.014218009478672985			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g220310	3.0	2.0	43.0	31.0	0.7209302325581395	5.0	0.0	69.0	0.0	0.0	13.0	0.0	115.0	0.0	0.0							Unclassified
gene:BVRB_9g208770	22.0	22.0	272.0	266.0	0.9779411764705882	32.0	0.0	484.0	0.0	0.0	65.0	0.0	1082.0	3.0	0.0027726432532347504	9.032325745108808e-13	3.144195543662618e-12	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g206030	23.0	22.0	215.0	202.0	0.9395348837209302	47.0	0.0	585.0	7.0	0.011965811965811968	90.0	0.0	917.0	3.0	0.003271537622682661	1.514110450223548e-11	4.490764465108128e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g216520	16.0	10.0	124.0	71.0	0.5725806451612904	11.0	0.0	93.0	2.0	0.021505376344086027	44.0	0.0	390.0	5.0	0.01282051282051282					1.0	1.0	Unclassified
gene:BVRB_9g215020	20.0	18.0	154.0	126.0	0.8181818181818182	42.0	0.0	378.0	0.0	0.0	87.0	0.0	728.0	5.0	0.006868131868131868	1.4220590130353957e-08	3.5735423257919323e-08	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g220500	13.0	6.0	98.0	66.0	0.6734693877551021	18.0	0.0	145.0	2.0	0.013793103448275862	44.0	0.0	379.0	2.0	0.0052770448548812654					1.0	1.0	Unclassified
gene:BVRB_9g211800																						NA
gene:BVRB_9g217260	9.0	8.0	83.0	68.0	0.8192771084337349	11.0	0.0	140.0	1.0	0.0071428571428571435	22.0	0.0	239.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g221980																						NA
gene:BVRB_9g220360	4.0	2.0	29.0	15.0	0.5172413793103449	5.0	0.0	36.0	0.0	0.0	11.0	0.0	82.0	0.0	0.0							Unclassified
gene:BVRB_9g206980	13.0	0.0	81.0	2.0	0.02469135802469136	1.0	0.0	36.0	0.0	0.0	13.0	0.0	163.0	2.0	0.012269938650306749							Unmethylated
gene:BVRB_9g223100	8.0	8.0	70.0	62.0	0.8857142857142857	22.0	0.0	166.0	3.0	0.018072289156626502	71.0	0.0	485.0	4.0	0.00824742268041237			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g209310	5.0	5.0	54.0	53.0	0.9814814814814816	4.0	0.0	82.0	0.0	0.0	20.0	0.0	252.0	1.0	0.003968253968253968					1.0	1.0	Unclassified
gene:BVRB_9g204870	2.0	0.0	11.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	5.0	0.0	37.0	2.0	0.054054054054054064							NA
gene:BVRB_9g222050	32.0	12.0	204.0	56.0	0.27450980392156865	19.0	1.0	117.0	4.0	0.034188034188034185	51.0	3.0	275.0	13.0	0.04727272727272727	0.16955697317727028	0.27833352990522986			0.020695385760235187	0.08917383777752093	Unclassified
gene:BVRB_9g220030	22.0	3.0	204.0	21.0	0.10294117647058824	18.0	0.0	130.0	1.0	0.007692307692307694	36.0	0.0	361.0	2.0	0.00554016620498615	0.9700507874975052	1.0			1.0	1.0	Unclassified
gene:BVRB_9g222060	19.0	18.0	318.0	234.0	0.7358490566037735	7.0	0.0	120.0	3.0	0.025	26.0	0.0	456.0	9.0	0.01973684210526316					1.0	1.0	Unclassified
gene:BVRB_9g211960											1.0	0.0	94.0	0.0	0.0							NA
gene:BVRB_9g210060	3.0	3.0	31.0	26.0	0.8387096774193549	5.0	0.0	55.0	0.0	0.0	27.0	0.0	225.0	3.0	0.013333333333333334					1.0	1.0	Unclassified
gene:BVRB_9g215980	8.0	8.0	63.0	60.0	0.9523809523809524	19.0	0.0	142.0	0.0	0.0	22.0	0.0	271.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g221910	1.0	1.0	13.0	9.0	0.6923076923076923	3.0	3.0	32.0	6.0	0.1875	7.0	0.0	55.0	1.0	0.01818181818181818							NA
gene:BVRB_9g216530	9.0	3.0	42.0	14.0	0.3333333333333333	10.0	4.0	102.0	46.0	0.4509803921568628	28.0	1.0	257.0	8.0	0.0311284046692607					0.2752400809636125	1.0	Unclassified
gene:BVRB_9g202940	26.0	20.0	410.0	316.0	0.7707317073170732	31.0	0.0	408.0	0.0	0.0	51.0	0.0	804.0	1.0	0.0012437810945273634	3.9352306187442105e-07	9.168288678633304e-07	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g216710	6.0	0.0	51.0	0.0	0.0	1.0	0.0	12.0	0.0	0.0	12.0	0.0	71.0	0.0	0.0							NA
gene:BVRB_9g216620																						NA
gene:BVRB_9g212450						1.0	1.0	9.0	6.0	0.6666666666666666	3.0	0.0	35.0	9.0	0.2571428571428571							NA
gene:BVRB_9g216230	11.0	11.0	312.0	280.0	0.8974358974358975	12.0	7.0	143.0	74.0	0.5174825174825175	47.0	10.0	606.0	61.0	0.10066006600660066					1.341113514868419e-10	8.179271903832426e-10	TE-like
gene:BVRB_9g209470	6.0	0.0	28.0	0.0	0.0	3.0	0.0	15.0	0.0	0.0	13.0	0.0	62.0	0.0	0.0							Unmethylated
gene:BVRB_9g204440	2.0	1.0	27.0	20.0	0.7407407407407407	9.0	0.0	94.0	1.0	0.010638297872340424	20.0	0.0	228.0	3.0	0.013157894736842105					1.0	1.0	Unmethylated
gene:BVRB_9g209530																						NA
gene:BVRB_9g219630																						NA
gene:BVRB_9g214380	15.0	9.0	143.0	81.0	0.5664335664335665	18.0	0.0	127.0	3.0	0.023622047244094488	57.0	0.0	536.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g219410	21.0	17.0	303.0	248.0	0.8184818481848185	12.0	4.0	131.0	42.0	0.32061068702290074	92.0	20.0	708.0	88.0	0.12429378531073447	8.510329229121972e-07	1.9601310048470168e-06			5.513727406891556e-20	4.913757864007795e-19	TE-like
gene:BVRB_9g218850																						NA
gene:BVRB_9g218980	2.0	2.0	24.0	21.0	0.875	2.0	0.0	38.0	0.0	0.0	10.0	0.0	115.0	0.0	0.0							NA
gene:BVRB_9g214070	2.0	0.0	20.0	3.0	0.15	3.0	0.0	20.0	0.0	0.0	5.0	0.0	102.0	0.0	0.0							NA
gene:BVRB_9g222950	10.0	10.0	104.0	100.0	0.9615384615384616	6.0	0.0	95.0	0.0	0.0	26.0	0.0	348.0	4.0	0.011494252873563218					1.0	1.0	Unclassified
gene:BVRB_9g210070	9.0	8.0	104.0	88.0	0.8461538461538461	6.0	0.0	86.0	4.0	0.04651162790697674	38.0	0.0	455.0	3.0	0.006593406593406593					1.0	1.0	Unclassified
gene:BVRB_9g218170	4.0	3.0	44.0	32.0	0.7272727272727273	7.0	0.0	51.0	0.0	0.0	18.0	0.0	113.0	0.0	0.0							Unclassified
gene:BVRB_9g220700											2.0	0.0	65.0	1.0	0.015384615384615384							NA
gene:BVRB_9g208500	14.0	14.0	176.0	168.0	0.9545454545454546	35.0	0.0	360.0	3.0	0.008333333333333333	70.0	0.0	831.0	5.0	0.006016847172081829			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g216780	26.0	16.0	413.0	321.0	0.7772397094430993	32.0	0.0	490.0	2.0	0.004081632653061225	59.0	0.0	1181.0	3.0	0.002540220152413209	0.000424464199046105	0.0008514569775146452	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g206650	25.0	1.0	152.0	7.0	0.046052631578947366	38.0	0.0	301.0	0.0	0.0	85.0	0.0	728.0	3.0	0.004120879120879121	0.9997598015298154	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_9g215320	91.0	23.0	2429.0	434.0	0.1786743515850144	70.0	5.0	1143.0	147.0	0.12860892388451445	178.0	2.0	3000.0	21.0	0.006999999999999999	0.7763025389166309	1.0	0.3490468602251221	1.0	0.6048974249869218	1.0	Unclassified
gene:BVRB_9g207850	9.0	9.0	190.0	184.0	0.9684210526315792	16.0	16.0	257.0	222.0	0.8638132295719845	45.0	25.0	983.0	283.0	0.2878942014242116					7.199091391649121e-37	1.0674022164817794e-35	TE-like
gene:BVRB_9g211940	3.0	2.0	39.0	10.0	0.2564102564102564	13.0	6.0	80.0	21.0	0.2625	23.0	2.0	181.0	6.0	0.03314917127071823					0.028197328823154993	0.12007526219562645	Unclassified
gene:BVRB_9g214520	5.0	4.0	42.0	25.0	0.5952380952380952	7.0	0.0	60.0	0.0	0.0	17.0	0.0	162.0	0.0	0.0							Unclassified
gene:BVRB_9g203860	5.0	5.0	44.0	40.0	0.9090909090909092	7.0	0.0	101.0	2.0	0.0198019801980198	16.0	0.0	217.0	1.0	0.004608294930875576							Unclassified
gene:BVRB_9g215200	3.0	2.0	11.0	7.0	0.6363636363636364	3.0	0.0	12.0	0.0	0.0	7.0	0.0	29.0	0.0	0.0							NA
gene:BVRB_9g215400	3.0	2.0	23.0	11.0	0.4782608695652174	11.0	0.0	76.0	0.0	0.0	8.0	0.0	84.0	0.0	0.0							Unclassified
gene:BVRB_9g221550	1.0	0.0	7.0	1.0	0.14285714285714285						2.0	0.0	10.0	0.0	0.0							NA
gene:BVRB_9g204070	8.0	8.0	46.0	45.0	0.9782608695652174	5.0	0.0	43.0	1.0	0.02325581395348837	19.0	0.0	154.0	0.0	0.0							Unclassified
gene:BVRB_9g206380	2.0	0.0	16.0	6.0	0.375	3.0	0.0	25.0	0.0	0.0	3.0	0.0	39.0	0.0	0.0							NA
gene:BVRB_9g207490	2.0	0.0	11.0	0.0	0.0						7.0	0.0	48.0	0.0	0.0							NA
gene:BVRB_9g215470	32.0	32.0	327.0	302.0	0.9235474006116208	45.0	45.0	286.0	255.0	0.8916083916083916	150.0	30.0	1064.0	148.0	0.13909774436090225	3.028050003308588e-18	1.8316982714624766e-17	3.3061817086276936e-57	4.613156665319579e-56	4.6901483612394915e-28	5.451436055483897e-27	TE-like
gene:BVRB_9g219400	18.0	5.0	118.0	21.0	0.17796610169491525	11.0	0.0	76.0	0.0	0.0	41.0	0.0	349.0	4.0	0.011461318051575931					1.0	1.0	Unclassified
gene:BVRB_9g217000	1.0	1.0	7.0	7.0	1.0						2.0	0.0	21.0	0.0	0.0							NA
gene:BVRB_9g215600	45.0	40.0	386.0	349.0	0.9041450777202072	121.0	4.0	1017.0	20.0	0.01966568338249754	289.0	0.0	2392.0	6.0	0.002508361204013378	3.0604981042038994e-17	1.71191316991516e-16	0.909050809716928	1.0	1.0	1.0	gbM
gene:BVRB_9g224030	2.0	2.0	15.0	13.0	0.8666666666666667						1.0	0.0	25.0	4.0	0.16							NA
gene:BVRB_9g206390																						NA
gene:BVRB_9g203830																						NA
gene:BVRB_9g207620	71.0	44.0	700.0	388.0	0.5542857142857143	103.0	0.0	1174.0	3.0	0.002555366269165247	198.0	0.0	2061.0	4.0	0.001940805434255216	3.8556078648380426e-09	9.997266594094949e-09	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g218590	24.0	6.0	448.0	46.0	0.10267857142857142	22.0	0.0	291.0	0.0	0.0	30.0	0.0	337.0	0.0	0.0	0.7145340766889647	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g221350	10.0	10.0	54.0	54.0	1.0	17.0	0.0	109.0	0.0	0.0	30.0	0.0	193.0	1.0	0.0051813471502590676					1.0	1.0	Unclassified
gene:BVRB_9g219920	21.0	21.0	181.0	174.0	0.9613259668508288	27.0	0.0	200.0	2.0	0.01	79.0	0.0	558.0	1.0	0.0017921146953405016	3.1861282013505675e-12	1.0375972627351202e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g206490																						NA
gene:BVRB_9g210530	18.0	3.0	229.0	38.0	0.16593886462882096	15.0	0.0	141.0	2.0	0.014184397163120569	31.0	0.0	314.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g203880	16.0	2.0	169.0	13.0	0.07692307692307693	15.0	0.0	156.0	1.0	0.00641025641025641	40.0	0.0	353.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g204230											1.0	0.0	48.0	0.0	0.0							NA
gene:BVRB_9g206940	12.0	11.0	135.0	129.0	0.9555555555555556	23.0	0.0	312.0	2.0	0.00641025641025641	70.0	0.0	737.0	3.0	0.004070556309362279			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g217860	23.0	1.0	212.0	13.0	0.061320754716981125	12.0	0.0	158.0	2.0	0.012658227848101266	43.0	0.0	417.0	1.0	0.002398081534772182	0.9995321306257612	1.0			1.0	1.0	Unmethylated
gene:BVRB_9g207200											1.0	0.0	56.0	1.0	0.017857142857142856							NA
gene:BVRB_9g205210	5.0	3.0	51.0	30.0	0.5882352941176471	8.0	6.0	107.0	36.0	0.3364485981308411	33.0	4.0	407.0	32.0	0.07862407862407862					0.0005360708338003271	0.002491043736332688	TE-like
gene:BVRB_9g206330	2.0	2.0	22.0	21.0	0.9545454545454546	5.0	0.0	41.0	0.0	0.0	8.0	0.0	144.0	0.0	0.0							NA
gene:BVRB_9g215070	10.0	3.0	79.0	12.0	0.1518987341772152	15.0	0.0	107.0	0.0	0.0	31.0	0.0	302.0	1.0	0.0033112582781456954					1.0	1.0	Unclassified
gene:BVRB_9g221790	13.0	12.0	110.0	94.0	0.8545454545454545	27.0	0.0	189.0	0.0	0.0	68.0	0.0	507.0	0.0	0.0			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g211320	15.0	12.0	159.0	129.0	0.8113207547169812	16.0	10.0	132.0	69.0	0.5227272727272727	47.0	5.0	311.0	24.0	0.07717041800643087					0.00020075969580267	0.0009469717254136463	TE-like
gene:BVRB_9g203750	34.0	34.0	416.0	405.0	0.9735576923076924	96.0	13.0	1631.0	41.0	0.025137952176578784	103.0	0.0	1295.0	5.0	0.003861003861003861	2.433524554705873e-19	1.6258905457433025e-18	0.002548952977583841	0.009709631360680432	1.0	1.0	TE-like
gene:BVRB_9g208750	13.0	8.0	177.0	130.0	0.7344632768361582	22.0	0.0	363.0	4.0	0.011019283746556474	43.0	0.0	810.0	7.0	0.008641975308641973			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g213780	31.0	31.0	895.0	877.0	0.9798882681564246	31.0	2.0	606.0	24.0	0.0396039603960396	50.0	0.0	1070.0	3.0	0.002803738317757009	1.0681363563383036e-17	6.061973860522214e-17	0.5201623841626115	1.0	1.0	1.0	gbM
gene:BVRB_9g215690	4.0	4.0	53.0	36.0	0.6792452830188679	3.0	3.0	22.0	17.0	0.7727272727272727	23.0	5.0	162.0	26.0	0.16049382716049382					5.530565720730579e-06	2.800265354381959e-05	TE-like
gene:BVRB_9g212900											1.0	0.0	24.0	0.0	0.0							NA
gene:BVRB_9g209920	21.0	21.0	134.0	123.0	0.917910447761194	31.0	0.0	252.0	4.0	0.015873015873015872	64.0	0.0	537.0	0.0	0.0	3.1861282013505675e-12	1.0375972627351202e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_9g203220	30.0	30.0	285.0	273.0	0.9578947368421052	46.0	3.0	381.0	25.0	0.06561679790026248	92.0	4.0	947.0	21.0	0.022175290390707498	3.767821781295058e-17	2.0485756531024044e-16	0.4746008608671471	1.0	0.02156452391329023	0.09285933960484376	gbM
gene:BVRB_9g205110	18.0	2.0	227.0	44.0	0.19383259911894274	24.0	0.0	279.0	1.0	0.003584229390681004	36.0	0.0	455.0	3.0	0.006593406593406593			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g213470	2.0	0.0	9.0	0.0	0.0	4.0	0.0	19.0	0.0	0.0	14.0	0.0	78.0	1.0	0.01282051282051282							Unmethylated
gene:BVRB_9g218080	6.0	0.0	21.0	0.0	0.0	3.0	0.0	20.0	0.0	0.0	3.0	0.0	25.0	0.0	0.0							NA
gene:BVRB_9g205800	9.0	5.0	50.0	38.0	0.76	15.0	2.0	87.0	7.0	0.08045977011494253	39.0	3.0	242.0	10.0	0.04132231404958678					0.010044768411911594	0.043758356204530974	TE-like
gene:BVRB_9g221240	10.0	9.0	60.0	47.0	0.7833333333333333	15.0	0.0	96.0	1.0	0.010416666666666666	31.0	0.0	191.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_9g222320	21.0	10.0	132.0	40.0	0.30303030303030304	9.0	5.0	59.0	17.0	0.288135593220339	56.0	18.0	356.0	65.0	0.18258426966292127	0.04748938806785306	0.0825426356265402			1.559598563922564e-21	1.4615666541902882e-20	TE-like
gene:BVRB_9g216790																						NA
gene:BVRB_9g203250	6.0	4.0	32.0	24.0	0.75	5.0	0.0	33.0	0.0	0.0	12.0	0.0	75.0	0.0	0.0							Unclassified
gene:BVRB_9g209270	26.0	12.0	533.0	135.0	0.25328330206378985	22.0	0.0	204.0	0.0	0.0	58.0	0.0	822.0	5.0	0.006082725060827251	0.04034498436004605	0.07061071240561073	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g208560	1.0	1.0	5.0	5.0	1.0	2.0	2.0	13.0	11.0	0.8461538461538461	13.0	1.0	63.0	5.0	0.07936507936507936							NA
gene:BVRB_9g202770	7.0	7.0	167.0	160.0	0.9580838323353292	13.0	3.0	288.0	41.0	0.1423611111111111	19.0	0.0	463.0	1.0	0.0021598272138228947							Unclassified
gene:BVRB_9g222470	2.0	2.0	19.0	19.0	1.0	2.0	0.0	20.0	0.0	0.0	5.0	0.0	48.0	0.0	0.0							NA
gene:BVRB_9g210510	3.0	3.0	42.0	34.0	0.8095238095238095	10.0	0.0	99.0	0.0	0.0	12.0	0.0	200.0	0.0	0.0							Unclassified
gene:BVRB_9g216440	5.0	5.0	52.0	49.0	0.9423076923076924	9.0	0.0	74.0	0.0	0.0	16.0	0.0	175.0	0.0	0.0							Unclassified
gene:BVRB_9g219360	10.0	7.0	102.0	79.0	0.7745098039215687	2.0	0.0	40.0	1.0	0.025	38.0	0.0	301.0	1.0	0.003322259136212625					1.0	1.0	Unclassified
gene:BVRB_9g204580	1.0	1.0	11.0	10.0	0.9090909090909092	15.0	0.0	66.0	0.0	0.0	8.0	0.0	86.0	0.0	0.0							Unmethylated
gene:BVRB_9g218910																						NA
gene:BVRB_9g211380	22.0	8.0	566.0	50.0	0.08833922261484099	24.0	0.0	317.0	3.0	0.00946372239747634	41.0	0.0	485.0	0.0	0.0	0.2680865919297128	0.4278374015282715	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g204480	13.0	0.0	120.0	5.0	0.041666666666666664	7.0	0.0	69.0	0.0	0.0	4.0	0.0	54.0	0.0	0.0							Unmethylated
gene:BVRB_9g216580	2.0	0.0	28.0	18.0	0.6428571428571429	1.0	0.0	39.0	0.0	0.0	5.0	0.0	86.0	0.0	0.0							NA
gene:BVRB_9g208190	10.0	10.0	106.0	101.0	0.9528301886792452	18.0	14.0	260.0	180.0	0.6923076923076923	73.0	12.0	784.0	96.0	0.12244897959183673					4.798125542395183e-11	2.994208459124381e-10	TE-like
gene:BVRB_9g222520																						NA
gene:BVRB_9g215160																						NA
gene:BVRB_9g217490	2.0	0.0	13.0	0.0	0.0	5.0	0.0	25.0	0.0	0.0	12.0	0.0	84.0	1.0	0.011904761904761904							NA
gene:BVRB_9g212000	38.0	5.0	517.0	35.0	0.06769825918762089	24.0	0.0	285.0	2.0	0.007017543859649123	41.0	0.0	506.0	1.0	0.001976284584980237	0.9922563860751894	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_9g210200	22.0	18.0	170.0	137.0	0.8058823529411765	19.0	15.0	172.0	136.0	0.7906976744186046	59.0	5.0	514.0	26.0	0.05058365758754864	2.9346719816718196e-07	6.894431711360168e-07			0.0005850517788509589	0.0027111565547855605	TE-like
gene:BVRB_4g093360	12.0	5.0	101.0	59.0	0.5841584158415841	15.0	0.0	167.0	0.0	0.0	28.0	0.0	289.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_4g093130	31.0	26.0	223.0	152.0	0.6816143497757847	37.0	0.0	275.0	1.0	0.003636363636363637	94.0	0.0	733.0	2.0	0.002728512960436562	2.0171200377418614e-10	5.585785806268719e-10	1.0	1.0	1.0	1.0	gbM
gene:BVRB_4g093200	6.0	2.0	38.0	6.0	0.15789473684210525	1.0	0.0	14.0	0.0	0.0	10.0	0.0	83.0	0.0	0.0							NA
gene:BVRB_4g093350	14.0	14.0	147.0	146.0	0.9931972789115646	27.0	0.0	294.0	0.0	0.0	55.0	0.0	549.0	1.0	0.0018214936247723133			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_4g093100	10.0	10.0	49.0	47.0	0.9591836734693876	16.0	0.0	88.0	0.0	0.0	52.0	0.0	290.0	1.0	0.003448275862068965					1.0	1.0	Unclassified
gene:BVRB_007590	2.0	2.0	27.0	22.0	0.8148148148148148	6.0	0.0	55.0	0.0	0.0	11.0	0.0	114.0	0.0	0.0							NA
gene:BVRB_007520	13.0	13.0	92.0	88.0	0.9565217391304348	18.0	0.0	129.0	1.0	0.007751937984496123	31.0	3.0	252.0	10.0	0.03968253968253968					0.005285969383581447	0.02339885328189707	TE-like
gene:BVRB_7g180730	2.0	2.0	29.0	29.0	1.0	5.0	0.0	92.0	4.0	0.043478260869565216	12.0	0.0	255.0	2.0	0.007843137254901959							NA
gene:BVRB_017860	3.0	3.0	15.0	15.0	1.0						3.0	1.0	28.0	6.0	0.21428571428571427							NA
gene:BVRB_5g126270	70.0	69.0	982.0	941.0	0.9582484725050916	109.0	105.0	1562.0	1421.0	0.9097311139564659	314.0	116.0	4250.0	825.0	0.1941176470588236	8.46791435010039e-37	1.782143140931545e-35	7.223157671223144e-126	3.762663216901323e-124	1.7610181162406684e-138	1.7673262408361574e-136	TE-like
gene:BVRB_5g126260																						NA
gene:BVRB_013800																						NA
gene:BVRB_009680																						NA
gene:BVRB_003820	8.0	4.0	43.0	31.0	0.7209302325581395	5.0	0.0	61.0	1.0	0.016393442622950817	15.0	0.0	189.0	1.0	0.005291005291005291							Unclassified
gene:BVRB_9g224560	4.0	0.0	15.0	0.0	0.0	2.0	0.0	14.0	0.0	0.0	14.0	0.0	55.0	1.0	0.01818181818181818							Unmethylated
gene:BVRB_9g224400	3.0	2.0	38.0	7.0	0.18421052631578946	5.0	0.0	71.0	0.0	0.0	8.0	0.0	143.0	0.0	0.0							NA
