,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
16872,AT3G23630,Unmethylated,AT5G19040,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16882,AT5G22090,Unmethylated,AT5G19260,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16892,AT5G13060,Unmethylated,AT5G19330,Unclassified,transposed,Undetermined,NA
16902,AT1G51410,Unmethylated,AT5G19440,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16915,AT1G64740,gbM,AT5G19770,Unclassified,transposed,Undetermined,gbM-Unclassified
16922,AT5G11130,Unmethylated,AT5G20260,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16932,AT3G14205,gbM,AT5G20840,gbM,transposed,Same,gbM-gbM
16942,AT2G27150,gbM,AT5G20960,gbM,transposed,Same,gbM-gbM
16952,AT1G04580,Unmethylated,AT5G20960,gbM,transposed,Different,NA
16962,AT4G14220,Unclassified,AT5G22000,gbM,transposed,Undetermined,gbM-Unclassified
16972,AT1G08470,Unmethylated,AT5G22020,Unmethylated,transposed,Same,Unmethylated-Unmethylated
16982,AT5G25330,Unmethylated,AT5G22070,Unclassified,transposed,Undetermined,NA
16992,AT3G52060,Unmethylated,AT5G22070,Unclassified,transposed,Undetermined,NA
17002,AT4G32290,Unmethylated,AT5G22070,Unclassified,transposed,Undetermined,NA
17015,AT3G44220,Unmethylated,AT5G22200,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17022,AT4G33790,Unmethylated,AT5G22500,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17032,AT2G36430,Unmethylated,AT5G22540,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17042,AT2G27820,Unmethylated,AT5G22630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17052,AT1G08250,Unmethylated,AT5G22630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17062,AT1G28090,gbM,AT5G23690,Unclassified,transposed,Undetermined,gbM-Unclassified
17072,AT4G23885,Unmethylated,AT5G24165,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17081,AT2G46500,gbM,AT5G24240,Unmethylated,transposed,Different,NA
17092,AT1G64460,Unclassified,AT5G24240,Unmethylated,transposed,Undetermined,NA
17105,AT1G64480,Unmethylated,AT5G24270,Unclassified,transposed,Undetermined,NA
17115,AT4G01420,Unmethylated,AT5G24270,Unclassified,transposed,Undetermined,NA
17122,AT5G42030,Unmethylated,AT5G24310,gbM,transposed,Different,NA
17132,AT2G46700,Unclassified,AT5G24430,Unclassified,transposed,Undetermined,Unclassified-Unclassified
17142,AT1G33060,Unclassified,AT5G24590,Unclassified,transposed,Undetermined,Unclassified-Unclassified
17152,AT4G35580,Unmethylated,AT5G24590,Unclassified,transposed,Undetermined,NA
17162,AT1G80690,Unmethylated,AT5G25170,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17172,AT5G03440,Unclassified,AT5G25360,Unclassified,transposed,Undetermined,Unclassified-Unclassified
17182,AT3G54880,Unmethylated,AT5G25360,Unclassified,transposed,Undetermined,NA
17192,AT5G19670,gbM,AT5G25820,Unclassified,transposed,Undetermined,gbM-Unclassified
17202,AT5G37000,gbM,AT5G25820,Unclassified,transposed,Undetermined,gbM-Unclassified
17215,AT4G32790,Unclassified,AT5G25820,Unclassified,transposed,Undetermined,Unclassified-Unclassified
17222,AT1G57590,gbM,AT5G26670,gbM,transposed,Same,gbM-gbM
17232,AT5G23760,Unmethylated,AT5G26690,Unclassified,transposed,Undetermined,NA
17242,AT1G07190,Unmethylated,AT5G26860,gbM,transposed,Different,NA
17252,AT3G58650,Unclassified,AT5G26910,gbM,transposed,Undetermined,gbM-Unclassified
17262,AT4G02195,Unclassified,AT5G26980,Unclassified,transposed,Undetermined,Unclassified-Unclassified
17272,AT3G28890,Unmethylated,AT5G27060,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17282,AT3G63010,Unmethylated,AT5G27320,Unclassified,transposed,Undetermined,NA
17292,AT1G02830,Unmethylated,AT5G27770,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17302,AT2G47570,Unmethylated,AT5G27850,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17315,AT1G54510,gbM,AT5G28290,gbM,transposed,Same,gbM-gbM
17322,AT1G54460,Unclassified,AT5G28646,Unmethylated,transposed,Undetermined,NA
17332,AT2G30590,Unmethylated,AT5G28650,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17342,AT1G08790,Unmethylated,AT5G28690,gbM,transposed,Different,NA
17352,AT5G16570,Unmethylated,AT5G37600,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17362,AT5G62800,Unmethylated,AT5G37870,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17372,AT5G38780,Unmethylated,AT5G37970,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17382,AT5G38100,Unmethylated,AT5G37970,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17392,AT3G29152,Unmethylated,AT5G38160,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17402,AT1G07747,Unmethylated,AT5G38160,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17415,AT3G57310,Unmethylated,AT5G38160,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17422,AT4G12825,Unmethylated,AT5G38160,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17432,AT2G14846,Unmethylated,AT5G38160,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17442,AT1G15040,Unmethylated,AT5G38200,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17452,AT5G15830,Unmethylated,AT5G38800,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17462,AT3G21510,Unmethylated,AT5G39340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17472,AT5G15160,Unmethylated,AT5G39860,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17482,AT2G33796,Unmethylated,AT5G40050,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17492,AT3G44810,Unmethylated,AT5G40050,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17502,AT3G42770,teM,AT5G40050,Unmethylated,transposed,Different,NA
17515,AT5G14750,Unmethylated,AT5G40330,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17522,AT3G48187,gbM,AT5G40340,Unclassified,transposed,Undetermined,gbM-Unclassified
17532,AT2G25230,Unmethylated,AT5G40360,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17542,AT5G50180,gbM,AT5G40540,Unmethylated,transposed,Different,NA
17552,AT5G24640,Unmethylated,AT5G40690,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17562,AT2G41730,Unmethylated,AT5G40690,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17572,AT3G02040,Unmethylated,AT5G41080,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17582,AT5G43300,Unmethylated,AT5G41080,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17592,AT5G16640,Unclassified,AT5G41170,gbM,transposed,Undetermined,gbM-Unclassified
17602,AT1G06580,Unclassified,AT5G41170,gbM,transposed,Undetermined,gbM-Unclassified
17615,AT4G26800,gbM,AT5G41170,gbM,transposed,Same,gbM-gbM
17622,AT3G16710,gbM,AT5G41170,gbM,transposed,Same,gbM-gbM
17632,AT5G59990,Unmethylated,AT5G41380,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17642,AT3G12890,Unmethylated,AT5G41380,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17652,AT3G07710,Unmethylated,AT5G41530,teM,transposed,Different,NA
17662,AT5G17970,Unmethylated,AT5G41540,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17672,AT1G66090,Unmethylated,AT5G41540,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17682,AT5G22690,Unclassified,AT5G41540,Unmethylated,transposed,Undetermined,NA
17692,AT4G08450,Unclassified,AT5G41540,Unmethylated,transposed,Undetermined,NA
17702,AT5G49140,Unmethylated,AT5G41540,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17715,AT4G11170,Unmethylated,AT5G41540,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17722,AT5G40910,gbM,AT5G41540,Unmethylated,transposed,Different,NA
17732,AT3G01970,Unmethylated,AT5G41570,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17742,AT5G13080,Unmethylated,AT5G41570,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17752,AT3G17630,gbM,AT5G41610,gbM,transposed,Same,gbM-gbM
17762,AT1G58310,gbM,AT5G41830,Unmethylated,transposed,Different,NA
17772,AT3G49150,Unmethylated,AT5G41830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17782,AT4G22280,gbM,AT5G41830,Unmethylated,transposed,Different,NA
17792,AT5G15620,Unmethylated,AT5G41830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17802,AT1G19070,Unmethylated,AT5G41830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17815,AT5G41630,Unmethylated,AT5G41830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17822,AT1G43040,teM,AT5G42410,Unmethylated,transposed,Different,NA
17832,AT1G56630,Unmethylated,AT5G42930,teM,transposed,Different,NA
17842,AT5G67050,Unmethylated,AT5G42930,teM,transposed,Different,NA
17852,AT4G34040,gbM,AT5G42940,gbM,transposed,Same,gbM-gbM
17862,AT2G15530,gbM,AT5G42940,gbM,transposed,Same,gbM-gbM
17872,AT3G30247,gbM,AT5G42955,teM,transposed,Different,gbM-teM
17882,AT5G42567,teM,AT5G42955,teM,transposed,Same,teM-teM
17892,AT5G26190,Unmethylated,AT5G43030,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17902,AT4G08878,teM,AT5G43340,Unmethylated,transposed,Different,NA
17915,AT2G32830,Unmethylated,AT5G43350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17922,AT1G33850,Unmethylated,AT5G43640,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17932,AT5G02940,Unclassified,AT5G43745,gbM,transposed,Undetermined,gbM-Unclassified
17942,AT2G26640,Unmethylated,AT5G43760,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17952,AT3G23440,Unmethylated,AT5G44060,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17962,AT5G60490,Unmethylated,AT5G44130,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17972,AT1G31950,Unmethylated,AT5G44630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17982,AT5G23960,Unmethylated,AT5G44630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
17992,AT3G32030,Unclassified,AT5G44630,Unmethylated,transposed,Undetermined,NA
18002,AT3G29410,Unmethylated,AT5G44630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18015,AT1G33750,Unmethylated,AT5G44630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18022,AT1G70080,Unmethylated,AT5G44630,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18032,AT2G33570,Unmethylated,AT5G44670,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18042,AT4G36150,Unmethylated,AT5G45200,Unclassified,transposed,Undetermined,NA
18052,AT2G17060,Unmethylated,AT5G45200,Unclassified,transposed,Undetermined,NA
18062,AT1G29680,Unmethylated,AT5G45690,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18072,AT1G53400,Unclassified,AT5G45740,Unmethylated,transposed,Undetermined,NA
18082,AT1G16960,Unclassified,AT5G45740,Unmethylated,transposed,Undetermined,NA
18092,AT1G06400,Unmethylated,AT5G45750,Unclassified,transposed,Undetermined,NA
18104,AT3G14880,Unmethylated,AT5G45830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18115,AT1G29140,Unmethylated,AT5G45880,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18122,AT2G33880,Unmethylated,AT5G45980,teM,transposed,Different,NA
18132,AT4G32650,Unclassified,AT5G46240,Unmethylated,transposed,Undetermined,NA
18142,AT3G02910,Unmethylated,AT5G46720,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18152,AT2G35210,Unmethylated,AT5G46750,Unclassified,transposed,Undetermined,NA
18162,AT1G32640,Unmethylated,AT5G46760,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18172,AT1G32270,teM,AT5G46860,Unmethylated,transposed,Different,NA
18182,AT1G24110,Unmethylated,AT5G47000,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18192,AT1G02130,Unmethylated,AT5G47200,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18202,AT4G16830,Unmethylated,AT5G47210,Unclassified,transposed,Undetermined,NA
18215,AT5G51190,Unmethylated,AT5G47230,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18222,AT4G16780,Unmethylated,AT5G47370,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18232,AT5G48750,Unmethylated,AT5G47530,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18242,AT3G07390,Unmethylated,AT5G47530,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18252,AT2G03410,Unclassified,AT5G47540,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18262,AT2G40113,Unmethylated,AT5G47635,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18272,AT1G21970,Unmethylated,AT5G47670,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18282,AT5G48230,Unclassified,AT5G47720,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18292,AT1G55840,Unmethylated,AT5G47730,Unclassified,transposed,Undetermined,NA
18302,AT3G14040,Unmethylated,AT5G48140,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18315,AT3G04110,Unmethylated,AT5G48400,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18322,AT3G23690,Unmethylated,AT5G48560,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18332,AT4G15980,Unmethylated,AT5G49180,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18341,AT1G32880,gbM,AT5G49305,Unclassified,transposed,Undetermined,gbM-Unclassified
18352,AT1G67890,Unclassified,AT5G49470,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18362,AT1G54980,Unmethylated,AT5G50030,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18372,AT1G13750,Unmethylated,AT5G50400,Unclassified,transposed,Undetermined,NA
18392,AT2G39060,Unmethylated,AT5G50790,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18402,AT5G13170,Unmethylated,AT5G50790,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18415,AT3G48870,gbM,AT5G50920,gbM,transposed,Same,gbM-gbM
18422,AT3G45450,Unmethylated,AT5G50920,gbM,transposed,Different,NA
18432,AT5G47910,Unmethylated,AT5G51060,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18442,AT1G09090,Unclassified,AT5G51060,Unmethylated,transposed,Undetermined,NA
18452,AT1G62960,Unclassified,AT5G51690,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18462,AT2G45590,Unmethylated,AT5G51770,Unclassified,transposed,Undetermined,NA
18472,AT5G07200,Unmethylated,AT5G51810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18482,AT1G60980,Unmethylated,AT5G51810,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18492,AT2G45680,Unmethylated,AT5G51910,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18502,AT3G56060,Unmethylated,AT5G51930,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18515,AT3G48890,Unclassified,AT5G52240,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18522,AT5G23730,Unmethylated,AT5G52250,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18532,AT5G23890,gbM,AT5G52410,Unclassified,transposed,Undetermined,gbM-Unclassified
18542,AT3G49220,Unmethylated,AT5G53370,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18552,AT4G27900,gbM,AT5G53420,Unmethylated,transposed,Different,NA
18562,AT4G27910,Unclassified,AT5G53430,Unmethylated,transposed,Undetermined,NA
18572,AT1G11360,Unmethylated,AT5G54430,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18582,AT5G52890,gbM,AT5G54930,gbM,transposed,Same,gbM-gbM
18592,AT4G21895,Unmethylated,AT5G54930,gbM,transposed,Different,NA
18602,AT2G32460,Unmethylated,AT5G55020,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18615,AT2G05790,Unmethylated,AT5G55180,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18622,AT5G29560,Unmethylated,AT5G55240,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18632,AT3G20150,Unclassified,AT5G55520,Unmethylated,transposed,Undetermined,NA
18642,AT1G50570,Unclassified,AT5G55530,gbM,transposed,Undetermined,gbM-Unclassified
18652,AT5G42120,Unmethylated,AT5G55830,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18662,AT1G12150,Unclassified,AT5G55860,gbM,transposed,Undetermined,gbM-Unclassified
18672,AT4G17210,Unclassified,AT5G55860,gbM,transposed,Undetermined,gbM-Unclassified
18682,AT2G11045,teM,AT5G56060,Unmethylated,transposed,Different,NA
18692,AT5G25030,Unclassified,AT5G56060,Unmethylated,transposed,Undetermined,NA
18702,AT5G04950,Unmethylated,AT5G56080,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18714,AT3G04050,Unmethylated,AT5G56350,gbM,transposed,Different,NA
18722,AT3G55650,Unclassified,AT5G56350,gbM,transposed,Undetermined,gbM-Unclassified
18732,AT3G25960,Unmethylated,AT5G56350,gbM,transposed,Different,NA
18742,AT3G55810,Unmethylated,AT5G56350,gbM,transposed,Different,NA
18752,AT5G11790,Unclassified,AT5G56750,gbM,transposed,Undetermined,gbM-Unclassified
18762,AT2G26110,Unmethylated,AT5G56980,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18772,AT3G21180,Unmethylated,AT5G57110,Unclassified,transposed,Undetermined,NA
18782,AT5G10695,Unmethylated,AT5G57123,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18792,AT4G11730,Unmethylated,AT5G57350,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18802,AT4G28060,Unclassified,AT5G57815,Unmethylated,transposed,Undetermined,NA
18814,AT1G75090,Unmethylated,AT5G57970,Unclassified,transposed,Undetermined,NA
18822,AT1G15720,Unmethylated,AT5G58340,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18832,AT5G37060,Unmethylated,AT5G58460,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18842,AT5G52370,Unmethylated,AT5G58990,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18852,AT2G37925,Unclassified,AT5G59030,Unmethylated,transposed,Undetermined,NA
18862,AT3G55380,Unmethylated,AT5G59300,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18872,AT2G29020,Unclassified,AT5G59410,Unmethylated,transposed,Undetermined,NA
18882,AT2G26480,Unmethylated,AT5G59580,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18892,AT3G53730,Unmethylated,AT5G59690,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18902,AT3G45930,Unmethylated,AT5G59690,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18915,AT2G19310,Unmethylated,AT5G59720,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18922,AT3G53610,Unclassified,AT5G59840,Unmethylated,transposed,Undetermined,NA
18932,AT2G39590,Unclassified,AT5G59850,Unclassified,transposed,Undetermined,Unclassified-Unclassified
18942,AT2G28720,Unmethylated,AT5G59910,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18952,AT1G65180,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18962,AT3G48400,Unclassified,AT5G59920,Unmethylated,transposed,Undetermined,NA
18972,AT4G01350,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18982,AT2G04680,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
18992,AT1G69150,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19002,AT5G22355,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19015,AT4G09690,teM,AT5G59920,Unmethylated,transposed,Different,NA
19022,AT3G43890,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19032,AT4G13992,teM,AT5G59920,Unmethylated,transposed,Different,NA
19042,AT5G37620,Unmethylated,AT5G59920,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19052,AT5G62940,Unmethylated,AT5G60200,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19062,AT2G21420,Unclassified,AT5G60250,Unclassified,transposed,Undetermined,Unclassified-Unclassified
19072,AT5G37560,Unclassified,AT5G60250,Unclassified,transposed,Undetermined,Unclassified-Unclassified
19082,AT5G07640,Unmethylated,AT5G60250,Unclassified,transposed,Undetermined,NA
19092,AT3G54960,Unmethylated,AT5G60640,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19105,AT5G03230,Unmethylated,AT5G60680,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19115,AT3G29400,gbM,AT5G61010,Unmethylated,transposed,Different,NA
19122,AT1G74230,gbM,AT5G61030,gbM,transposed,Same,gbM-gbM
19132,AT1G18650,Unmethylated,AT5G61130,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19142,AT4G25170,Unmethylated,AT5G61490,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19152,AT5G56840,Unmethylated,AT5G61620,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19162,AT4G25130,Unmethylated,AT5G61640,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19172,AT2G44740,Unmethylated,AT5G61650,Unmethylated,transposed,Same,Unmethylated-Unmethylated
19182,AT4G34410,Unclassified,AT5G61890,Unmethylated,transposed,Undetermined,NA
19192,AT5G64750,Unmethylated,AT5G61890,Unmethylated,transposed,Same,Unmethylated-Unmethylated
